
Gene.name,Chromosome,Start,end
ABCF2,7,151207837,151227230
CHPF2,7,151232489,151238827
SMARCD3,7,151238764,151277896
RP4-548D19.3,7,151240399,151240972
RP5-1070G24.2,7,151249325,151254390
NUB1,7,151341699,151378449
WDR86,7,151375909,151410727
RP4-555L14.4,7,151427683,151439124
CRYGN,7,151428835,151440813
RHEB,7,151466012,151520120
PRKAG2,7,151556111,151877125
PRKAG2-AS1,7,151877042,151879223
RP11-796I2.1,7,151950386,151954985
GALNTL5,7,151956379,152019934
GALNT11,7,152025674,152122347
RP5-981O7.2,7,152120001,152121717
KMT2C,7,152134922,152436005
LINC01003,7,152463786,152465549
XRCC2,7,152644779,152676165
ACTR3B,7,152759749,152855378
LINC01287,7,153399920,153413963
DPP6,7,153887097,154894285
RP5-1048B16.1,7,154026287,154038604
AC006019.3,7,154055585,154059561
AC006019.4,7,154092201,154096043
RP11-476H24.1,7,154838388,154865483
PAXIP1-AS2,7,154928498,154949908
PAXIP1,7,154943687,155003084
RP11-5C23.1,7,154951226,154952188
RP11-5C23.2,7,154956429,154957107
PAXIP1-AS1,7,155003448,155005703
HTR5A-AS1,7,155067067,155071557
HTR5A,7,155070324,155085749
AC099552.4,7,155196563,155198455
AC099552.3,7,155204147,155205189
AC099552.2,7,155267299,155268052
AC144652.1,7,155295918,155297541
INSIG1,7,155297776,155310235
BLACE,7,155356985,155367934
AC008060.7,7,155382076,155396356
AC008060.8,7,155421206,155457099
EN2,7,155458129,155464831
CNPY1,7,155474206,155533862
AC008060.5,7,155510283,155518623
AC009403.2,7,155611231,155645205
RBM33,7,155644451,155781485
SHH,7,155799986,155812273
AC021218.2,7,155962632,155966343
AC073133.2,7,156432523,156435833
AC073133.1,7,156437789,156445588
LINC01006,7,156472196,156640654
LINC00244,7,156540491,156541103
RNF32,7,156640281,156677130
AC005534.8,7,156654185,156657693
LMBR1,7,156668946,156893230
RP5-1121A15.3,7,156944721,156945645
NOM1,7,156949723,156973182
MNX1,7,156994051,157010651
MNX1-AS2,7,157006307,157007132
MNX1-AS1,7,157010805,157016426
RP4-639J15.1,7,157057709,157058514
RP4-639J15.3,7,157109980,157111072
UBE3C,7,157138913,157269372
RP5-1142J19.1,7,157281536,157282686
DNAJB6,7,157335381,157417439
AC006372.4,7,157466231,157499716
AC006372.5,7,157501322,157503577
AC006372.6,7,157513294,157516841
PTPRN2,7,157539056,158587788
AC005481.5,7,157614023,157618765
AC011899.9,7,157854529,157866092
RP11-452C13.1,7,157868538,157869154
AC011899.10,7,158027373,158031128
AC078942.1,7,158537495,158539879
LINC01022,7,158590629,158591120
NCAPG2,7,158631311,158704829
ESYT2,7,158730995,158830253
WDR60,7,158856578,158956747
VIPR2,7,159028175,159144957
AC144568.2,8,72601,79775
OR4F21,8,166049,167043
ZNF596,8,232137,247342
RP5-855D21.1,8,234347,234887
RP5-855D21.2,8,237045,237669
RP11-63E5.6,8,311133,331026
FAM87A,8,375931,383174
FBXO25,8,406428,477967
RP11-91J19.3,8,450714,451343
TDRP,8,489792,545781
ERICH1,8,614746,738106
ERICH1-AS1,8,737651,1137777
RP11-43A14.2,8,738548,740374
RP11-555E9.1,8,891251,893112
CTD-3212A4.2,8,1018757,1019704
CTD-2281E23.3,8,1246789,1248760
CTD-2281E23.1,8,1296034,1302607
AF067845.1,8,1368642,1369833
AF067845.2,8,1373685,1381394
AF067845.3,8,1377867,1380307
DLGAP2,8,1501366,1708476
DLGAP2-AS1,8,1565509,1622417
CLN8,8,1755778,1786572
CTD-2336O2.3,8,1758208,1760447
CTD-2336O2.1,8,1761990,1764502
ARHGEF10,8,1823976,1958641
KBTBD11-OT1,8,1971397,1976478
RP11-439C15.4,8,1972570,1974637
KBTBD11,8,1973878,2006936
RP11-439C15.5,8,1974818,1975314
RP11-1049H7.2,8,2033508,2035587
MYOM2,8,2045040,2165552
AC133633.2,8,2493876,2512580
CH17-31A6.1,8,2495522,2499428
CH17-174L20.1,8,2517898,2529710
AC133633.1,8,2518998,2522182
RP11-378A12.1,8,2589985,2623382
RP11-134O21.1,8,2666079,2728451
GS1-57L11.1,8,2727318,2822482
CSMD1,8,2935353,4994972
RP5-991O23.1,8,5506068,5509126
RP11-281H11.1,8,5659679,5670077
RP11-158A14.1,8,6036433,6036974
RP11-124B13.1,8,6044353,6257537
RP11-115C21.2,8,6403551,6407142
MCPH1,8,6406592,6648504
ANGPT2,8,6499651,6563409
CTD-2541M15.3,8,6615604,6617198
MCPH1-AS1,8,6618475,6708209
AGPAT5,8,6708357,6759666
XKR5,8,6808517,6835644
GS1-24F4.2,8,6835554,6885276
DEFB1,8,6870575,6878022
DEFA6,8,6924693,6926076
GS1-24F4.3,8,6928608,6930473
DEFA4,8,6935822,6938338
DEFA1,8,6977649,6980080
DEFA1B,8,6996766,7018289
DEFA3,8,6996837,7018301
DEFA5,8,7055304,7056734
FAM66B,8,7301611,7355354
USP17L1,8,7332387,7333979
USP17L4,8,7337115,7338707
ZNF705G,8,7355517,7385558
DEFB4B,8,7414860,7416863
DEFB103B,8,7428888,7430348
SPAG11B,8,7442684,7463674
DEFB104B,8,7470308,7475082
DEFB106B,8,7482504,7486400
DEFB105B,8,7487669,7489593
DEFB107B,8,7495846,7509311
PRR23D1,8,7539628,7542450
PRR23D2,8,7778591,7781413
DEFB107A,8,7811720,7815716
DEFB105A,8,7821966,7823889
DEFB106A,8,7825172,7829053
DEFB104A,8,7836471,7841242
SPAG11A,8,7847876,7868867
DEFB103A,8,7881204,7882664
DEFB4A,8,7894629,7896711
ZNF705B,8,7926337,7952413
FAM66E,8,7955014,8008755
USP17L8,8,7971661,7977985
USP17L3,8,7976393,7977985
FAM85B,8,8167819,8226614
RP11-556O5.6,8,8188535,8189195
SGK223,8,8317736,8386498
CTA-398F10.1,8,8414690,8424632
CTA-398F10.2,8,8456909,8461337
CTD-3023L14.3,8,8555738,8560965
CTD-3023L14.1,8,8559894,8562124
CTD-3023L14.2,8,8561391,8569688
CLDN23,8,8701938,8704106
RP11-211C9.1,8,8723693,8782479
MFHAS1,8,8783354,8893645
ERI1,8,9002147,9116746
PPP1R3B,8,9136255,9151574
RP11-10A14.3,8,9141424,9145435
RP11-10A14.4,8,9151742,9168136
RP11-10A14.9,8,9158063,9158621
RP11-10A14.6,8,9180251,9182519
RP11-10A14.5,8,9189011,9202854
RP11-115J16.1,8,9249417,9413714
RP11-10A14.7,8,9255349,9260295
RP11-115J16.3,8,9351238,9358441
RP11-115J16.2,8,9371970,9436205
RP11-375N15.2,8,9555144,9556520
TNKS,8,9555914,9782346
LINC00599,8,9900064,9905366
RP11-1E4.1,8,10050485,10054254
MSRA,8,10054268,10428891
LINCR-0001,8,10474565,10481974
RP11-981G7.3,8,10477491,10479375
PRSS51,8,10482878,10547585
RP11-981G7.6,8,10486807,10489666
PRSS55,8,10525546,10554166
RP1L1,8,10606349,10712187
C8orf74,8,10672637,10700593
SOX7,8,10723768,10730512
CTD-2135J3.4,8,10725399,10839847
CTD-2135J3.3,8,10729314,10771392
PINX1,8,10764963,10839884
RP11-177H2.2,8,10840576,10846501
XKR6,8,10896045,11201366
AF131215.6,8,11062647,11067089
AF131215.8,8,11202965,11203671
LINC00529,8,11247626,11267865
AF131216.1,8,11283500,11285068
MTMR9,8,11284416,11328146
AF131216.6,8,11315859,11325429
SLC35G5,8,11330888,11332208
AF131216.5,8,11345748,11347502
FAM167A,8,11421463,11474715
BLK,8,11494001,11564604
RP11-148O21.6,8,11552488,11552991
RP11-148O21.3,8,11553224,11554207
RP11-148O21.4,8,11556251,11558022
RP11-148O21.2,8,11558466,11560020
LINC00208,8,11576313,11581342
GATA4,8,11676959,11760002
C8orf49,8,11761256,11763223
NEIL2,8,11769639,11787346
FDFT1,8,11795573,11839309
RP11-297N6.4,8,11797928,11802568
CTSB,8,11842524,11869448
DEFB136,8,11973937,11974599
DEFB135,8,11982321,11984590
DEFB134,8,11993174,11996312
RP11-1236K1.1,8,12064389,12071747
ZNF705D,8,12104389,12115516
FAM66D,8,12115782,12177550
USP17L7,8,12132417,12134444
USP17L2,8,12137168,12139077
FAM86B1,8,12182096,12194133
AC145124.2,8,12194467,12196280
DEFB130,8,12310962,12318316
FAM66A,8,12362019,12388296
RP11-351I21.11,8,12412827,12414373
FAM86B2,8,12425614,12436343
RP11-419I17.1,8,12476462,12477122
LONRF1,8,12721894,12756073
RP11-252C15.1,8,12765849,12811478
LINC00681,8,12794243,12818291
KIAA1456,8,12945642,13031503
DLC1,8,13083361,13604610
RP11-10C8.2,8,13338574,13342754
C8orf48,8,13566843,13568287
RP11-480O10.1,8,13844101,13849109
SGCZ,8,14089864,15238339
RP11-3G21.1,8,14161297,14165359
TUSC3,8,15417215,15766649
RP11-77B22.2,8,15973315,16000324
MSR1,8,16107878,16567490
RP11-13N12.2,8,16604255,16664879
RP11-13N12.1,8,16676905,16915044
FGF20,8,16992169,17002181
MICU3,8,17027238,17122644
RP11-468H14.2,8,17131181,17149789
ZDHHC2,8,17156029,17224799
CNOT7,8,17224964,17246878
VPS37A,8,17246571,17302427
MTMR7,8,17298030,17413528
SLC7A2,8,17497088,17570573
PDGFRL,8,17576433,17644071
MTUS1,8,17643795,17800917
RP11-326L2.1,8,17703988,17706187
RP11-156K13.1,8,17801345,17861069
FGL1,8,17864380,17910365
RP11-156K13.2,8,17882043,17882661
RP11-156K13.3,8,17905756,17907887
PCM1,8,17922840,18029944
ASAH1,8,18056425,18084985
CTD-2547L16.1,8,18084868,18096394
NAT1,8,18170477,18223689
NAT2,8,18391245,18401218
PSD3,8,18527301,19084730
RP11-161I2.1,8,18720905,18734405
RP11-420B22.1,8,18989279,19000952
RP11-1080G15.1,8,19084992,19259469
RP11-1080G15.2,8,19091733,19115024
RP11-618M23.2,8,19246350,19249240
RP11-618M23.4,8,19254241,19257334
SH2D4A,8,19313617,19396218
CSGALNACT1,8,19404161,19758029
RP11-1105O14.1,8,19678572,19688934
INTS10,8,19817140,19852083
LPL,8,19901717,19967258
AC100802.3,8,20079305,20118442
SLC18A1,8,20144855,20183206
ATP6V1B2,8,20197367,20226819
LZTS1,8,20246165,20303963
LZTS1-AS1,8,20275773,20290458
RP11-563N12.2,8,20350210,20372769
RP11-108E14.1,8,20655691,20700134
RP11-369E15.1,8,20941428,20950175
RP11-369E15.3,8,20952645,20973877
RP11-369E15.4,8,20953127,20968904
RP11-369E15.2,8,20954012,20968904
RP11-421P23.1,8,20973797,20995119
RP11-421P23.2,8,21023296,21029058
RP11-24P4.1,8,21298206,21309449
GFRA2,8,21690403,21812357
DOK2,8,21908873,21913860
XPO7,8,21919671,22006585
NPM2,8,22024125,22036897
FGF17,8,22042398,22048809
DMTN,8,22048995,22082527
FAM160B2,8,22089159,22104898
NUDT18,8,22106872,22109419
HR,8,22114415,22133384
REEP4,8,22138020,22141951
LGI3,8,22146825,22157084
SFTPC,8,22156913,22164479
BMP1,8,22164736,22212326
PHYHIP,8,22219704,22232341
POLR3D,8,22245104,22254600
CTD-2530N21.4,8,22254576,22275162
PIWIL2,8,22275297,22357563
SLC39A14,8,22367249,22434129
PPP3CC,8,22440819,22541142
RP11-582J16.4,8,22540845,22545405
SORBS3,8,22544986,22575788
RP11-582J16.3,8,22565997,22567171
PDLIM2,8,22578279,22598025
AC037459.4,8,22589274,22602084
C8orf58,8,22599601,22604150
CCAR2,8,22604632,22621514
RP11-582J16.5,8,22613908,22616657
BIN3,8,22620418,22669148
EGR3,8,22687659,22693302
PEBP4,8,22713251,23000000
RP11-87E22.2,8,22877972,22888022
RP11-875O11.1,8,22984596,23019335
RHOBTB2,8,22987417,23020199
TNFRSF10B,8,23020133,23069179
RP11-875O11.2,8,23068229,23083619
RP11-875O11.3,8,23071377,23074488
TNFRSF10C,8,23084355,23117437
TNFRSF10D,8,23135588,23164030
RP11-1149O23.2,8,23189279,23190675
TNFRSF10A,8,23190452,23225126
RP11-1149O23.4,8,23225233,23230915
CHMP7,8,23243637,23262000
R3HCC1,8,23270120,23296279
LOXL2,8,23297189,23425328
ENTPD4,8,23385783,23457695
CTC-756D1.2,8,23458601,23484971
CTC-756D1.3,8,23493009,23494198
SLC25A37,8,23528805,23575463
NKX3-1,8,23678693,23682927
NKX2-6,8,23702451,23706598
RP11-175E9.1,8,23707141,23789487
RP11-213G6.2,8,23726331,23743042
STC1,8,23841915,23854807
RP11-203E8.1,8,24169957,24177080
ADAM28,8,24294040,24359018
RP11-624C23.1,8,24295814,24912073
ADAMDEC1,8,24384285,24406013
ADAM7,8,24440930,24526970
RP11-561E1.1,8,24490312,24514829
GS1-72M22.1,8,24912165,24914717
NEFM,8,24913012,24919098
NEFL,8,24950955,24957110
CTD-2168K21.2,8,24956621,24957110
CTD-2168K21.1,8,24992002,25009777
DOCK5,8,25184723,25418082
GNRH1,8,25419260,25424654
RP11-395I14.2,8,25425521,25426580
KCTD9,8,25427847,25458476
CDCA2,8,25458997,25507920
RP11-219J21.1,8,25685798,25687524
RP11-219J21.2,8,25776679,25777456
RP11-299D14.2,8,25834129,25840135
EBF2,8,25841730,26045397
PPP2R2A,8,26291491,26372680
BNIP3L,8,26382898,26505636
PNMA2,8,26504686,26514092
DPYSL2,8,26514275,26658178
ADRA1A,8,26748150,26867273
RP11-521M14.2,8,27086076,27087783
RP11-521M14.1,8,27184321,27210494
STMN4,8,27235323,27258420
TRIM35,8,27284887,27311319
PTK2B,8,27311482,27459391
CHRNA2,8,27459761,27479883
EPHX2,8,27490779,27545564
CLU,8,27596917,27615031
SCARA3,8,27633868,27676776
CCDC25,8,27733311,27772653
RP11-16P20.3,8,27733338,27756426
ESCO2,8,27771949,27812640
PBK,8,27809620,27838095
SCARA5,8,27869882,27992727
RP11-597M17.1,8,27904481,27910310
NUGGC,8,28021964,28083871
ELP3,8,28089673,28191156
RP11-380I10.4,8,28250063,28339255
PNOC,8,28316986,28343355
ZNF395,8,28345585,28402701
FBXO16,8,28348287,28490318
RP11-181B11.2,8,28447264,28455902
FZD3,8,28494205,28574268
EXTL3,8,28600469,28755599
EXTL3-AS1,8,28696198,28701464
INTS9,8,28767661,28890242
RP11-662B19.2,8,28798142,28799469
HMBOX1,8,28890394,29064764
CTD-2647L4.5,8,29067279,29068454
KIF13B,8,29067279,29263124
CTD-2647L4.1,8,29110573,29140729
DUSP4,8,29333064,29350668
RP11-486M23.1,8,29527312,29530323
RP11-486M23.2,8,29548171,29564341
LINC00589,8,29673922,29748109
AC145110.1,8,29748309,29798492
RP11-94H18.1,8,29815004,29854543
RP11-94H18.2,8,29864644,29871661
RP11-489E7.1,8,29905735,29908956
FAM183CP,8,29921513,29953724
SARAF,8,30063012,30083208
RP11-489E7.4,8,30082758,30083467
LEPROTL1,8,30095398,30177208
MBOAT4,8,30131824,30144686
RP11-51J9.5,8,30155830,30156232
DCTN6,8,30156297,30183640
RP11-51J9.4,8,30176554,30180888
RP11-51J9.6,8,30197404,30198048
RBPMS-AS1,8,30382119,30385401
RBPMS,8,30384479,30572261
GTF2E2,8,30578318,30658251
CTD-2373N4.5,8,30596914,30597532
SMIM18,8,30638600,30646064
GSR,8,30678061,30727926
UBXN8,8,30732247,30767006
PPP2CB,8,30774457,30814314
TEX15,8,30831544,30890606
PURG,8,30995802,31033715
WRN,8,31033801,31173769
RP11-363L24.3,8,31167078,31177167
RP11-566H8.3,8,31275596,31384279
RP11-566H8.1,8,31497423,31498612
NRG1,8,31639386,32767959
RP11-11N9.4,8,32996178,33044855
RP11-722E23.2,8,33360839,33361415
FUT10,8,33370824,33473422
TTI2,8,33473386,33513601
MAK16,8,33484750,33501260
RNF122,8,33547755,33567125
DUSP26,8,33591332,33600106
RP11-317N12.1,8,33604856,34039008
RP1-273G13.3,8,33973701,34009595
RP11-431M3.1,8,34174886,34184895
RP1-84O15.2,8,34228439,34346731
RP11-431M3.2,8,34229294,34248946
LINC01288,8,34784052,34864798
UNC5D,8,35235457,35796550
RP11-473J6.1,8,35862123,35970665
RP11-89M20.2,8,36004316,36095046
RP11-962G15.1,8,36537391,36779164
KCNU1,8,36784324,36936128
RP11-419C23.1,8,37067441,37069418
RP11-527N22.2,8,37405439,37406724
LINC01605,8,37421341,37554183
RP11-150O12.2,8,37480089,37480809
RP11-150O12.5,8,37560366,37565377
RP11-150O12.3,8,37597480,37599858
RP11-150O12.4,8,37600537,37625873
RP11-346L1.2,8,37626015,37674387
ZNF703,8,37695751,37700021
RP11-863K10.2,8,37717579,37733756
RP11-863K10.7,8,37734761,37737426
ERLIN2,8,37736599,37759101
PROSC,8,37762593,37779767
ADGRA2,8,37784191,37844896
BRF2,8,37843268,37849904
RAB11FIP1,8,37858618,37899467
GOT1L1,8,37934281,37940129
ADRB3,8,37962991,37966965
EIF4EBP1,8,38030341,38060365
KB-1836B5.4,8,38099471,38099931
ASH2L,8,38105242,38144076
RP11-90P5.5,8,38123274,38124651
STAR,8,38143649,38151265
RP11-90P5.2,8,38148741,38163772
LSM1,8,38163321,38176730
BAG4,8,38176533,38213301
DDHD2,8,38225218,38275558
PLPP5,8,38263130,38269243
WHSC1L1,8,38269697,38382272
RP11-513D5.5,8,38275888,38276680
RP11-513D5.2,8,38335981,38337551
RP11-350N15.5,8,38382364,38383461
LETM2,8,38386207,38409527
RP11-350N15.3,8,38400536,38401683
RP11-350N15.6,8,38408048,38408742
FGFR1,8,38411138,38468834
RP11-350N15.4,8,38421889,38426096
C8orf86,8,38510834,38528662
RP11-675F6.3,8,38543652,38552680
RP11-675F6.4,8,38552248,38559020
RP11-495O10.1,8,38700626,38704855
TACC1,8,38728186,38853028
RP11-723D22.3,8,38844866,38846439
PLEKHA2,8,38901235,38973909
CTD-2544N14.3,8,38970360,38973011
HTRA4,8,38974164,38988662
TM2D2,8,38988808,38996824
ADAM9,8,38996869,39105144
ADAM32,8,39106990,39284911
RP11-122L4.1,8,39556146,39558533
CTD-2024D23.1,8,39566705,39580134
ADAM18,8,39584489,39730064
ADAM2,8,39743735,39838289
IDO1,8,39902275,39928444
RP11-44K6.3,8,39903775,39995248
RP11-44K6.4,8,39918076,39920890
IDO2,8,39934614,40016391
RP11-359E19.1,8,40104169,40107935
RP11-359E19.2,8,40114651,40127468
C8orf4,8,40153455,40155308
RP11-470M17.2,8,40161458,40172612
CTA-392C11.1,8,40298741,40343402
CTA-392C11.2,8,40370028,40401848
RP11-301G7.1,8,40519565,40520158
ZMAT4,8,40530590,40897833
RP11-465K16.1,8,40900016,40901854
SFRP1,8,41261958,41309497
RP11-15G16.1,8,41435298,41440419
GOLGA7,8,41490396,41510980
GINS4,8,41529206,41545046
RP11-360L9.4,8,41534155,41578368
RP11-360L9.7,8,41540381,41545044
GPAT4,8,41577187,41625001
RP11-360L9.8,8,41609692,41621502
NKX6-3,8,41645178,41650669
ANK1,8,41653220,41896762
RP11-930P14.1,8,41660991,41665566
RP11-930P14.2,8,41828165,41829934
KAT6A,8,41929479,42051990
RP11-589C21.6,8,42139461,42139752
RP11-589C21.5,8,42151772,42152763
AP3M2,8,42152946,42171673
PLAT,8,42175233,42207724
RP11-231D20.2,8,42233675,42271197
IKBKB,8,42271302,42332653
POLB,8,42338454,42371808
DKK4,8,42374068,42377232
VDAC3,8,42391624,42405897
SLC20A2,8,42416475,42541926
RP11-503E24.2,8,42537529,42538304
SMIM19,8,42541155,42555193
CHRNB3,8,42697376,42737407
RP11-412B14.1,8,42705583,42721946
CHRNA6,8,42752620,42796392
THAP1,8,42836674,42843325
RNF170,8,42849637,42897290
HOOK3,8,42896932,43030539
RP11-598P20.5,8,43018424,43077334
FNTA,8,43034194,43085788
POMK,8,43093506,43123434
HGSNAT,8,43140455,43202855
LINC00293,8,46822237,46854307
RP11-350F16.1,8,46922561,46928832
RP11-350F16.2,8,46930840,46934446
RP11-1134I14.8,8,47190772,47193262
IGLV8OR8-1,8,47202444,47202897
SPIDR,8,47260575,47736306
CEBPD,8,47736909,47739086
PRKDC,8,47773108,47960183
MCM4,8,47960185,47978160
UBE2V2,8,48008400,48064708
RP11-567J20.3,8,48515852,48517089
RP11-770E5.1,8,48551567,48698510
RP11-567J20.2,8,48552015,48556441
AC026904.1,8,48590401,48594621
RP11-567J20.1,8,48597458,48621018
RP11-770E5.3,8,48620465,48623895
RP11-770E5.2,8,48657260,48658894
EFCAB1,8,48710789,48735311
SNAI2,8,48917690,48921740
C8orf22,8,49054311,49076090
RP11-10H3.1,8,49168539,49228925
RP11-738G5.1,8,49496763,49512180
RP11-738G5.2,8,49536386,49554414
RP11-109P6.2,8,49817586,49820944
RP11-401N18.1,8,49906863,49907446
SNTG1,8,49909789,50794118
RP11-401H2.1,8,51257688,51321118
PXDNL,8,51319578,51809445
RP11-11C20.3,8,51810110,51810681
PCMTD1,8,51817575,51899186
RP11-110G21.1,8,51899325,51947173
RP11-546K22.3,8,51950284,51950690
RP11-546K22.1,8,51961458,52022974
RP11-546K22.2,8,51996210,52008355
ST18,8,52110839,52460959
RP11-26M5.3,8,52150820,52154892
RP11-26M5.2,8,52194362,52199580
RP11-1023P17.2,8,52294455,52301942
FAM150A,8,52534037,52565507
RB1CC1,8,52622456,52745843
NPBWR1,8,52938431,52941117
RP11-162D9.3,8,53177571,53242683
OPRK1,8,53225716,53251697
RP11-1081M5.2,8,53388701,53390872
RP11-1081M5.1,8,53395211,53395946
RP11-400K9.3,8,53515170,53515905
RP11-400K9.4,8,53515171,53523931
ATP6V1H,8,53715557,53843558
RGS20,8,53851808,53959303
RP11-1070A24.2,8,53876150,53876649
TCEA1,8,53966552,54022529
AC100821.2,8,53993605,53994438
RP11-30L15.6,8,54042989,54045629
LYPLA1,8,54046367,54102017
MRPL15,8,54135210,54147901
SOX17,8,54457935,54460888
RP11-53M11.3,8,54554361,54561927
RP1,8,54616067,54630834
XKR4,8,55102389,55542054
RP11-386G21.1,8,55135203,55142358
RP11-386G21.2,8,55161483,55164727
RP11-628E19.2,8,55517240,55520977
TMEM68,8,55696424,55773407
TGS1,8,55773142,55825448
LYN,8,55879813,56014168
RPS20,8,56067295,56074581
CTA-397H3.3,8,56074592,56075274
MOS,8,56112942,56113982
PLAG1,8,56160904,56211324
CHCHD7,8,56211686,56218798
RP11-140I16.3,8,56222688,56223173
SDR16C5,8,56300010,56320776
PENK,8,56436674,56446734
RP11-17A4.2,8,56445807,56552067
LINC00968,8,56496246,56559823
RP11-17A4.3,8,56536758,56540497
RP11-17A4.4,8,56639901,56656465
IMPAD1,8,56957933,56993844
LINC01606,8,57142689,57240298
RP11-513O17.3,8,57261226,57266613
LINC00588,8,57279543,57284731
RP11-756K15.2,8,57343787,57364857
RP11-246K15.1,8,57492884,57591559
RP11-388G22.1,8,57594166,57805029
CTD-2339F6.1,8,57746149,57750199
RP11-44D19.1,8,57889576,57890809
LINC01602,8,57978358,57984126
FAM110B,8,57994509,58204279
RP11-1112C15.2,8,58031334,58032682
RP11-648L3.2,8,58091442,58106294
UBXN2B,8,58411264,58451501
CYP7A1,8,58490178,58500236
SDCBP,8,58552924,58582860
NSMAF,8,58583504,58659844
TOX,8,58805418,59119208
RP11-25K19.1,8,59119040,59121346
RP11-379I19.1,8,59561327,59593701
RP11-379I19.3,8,59601378,59613775
RP11-27P7.1,8,60049587,60074715
CA8,8,60187347,60281412
LINC01301,8,60384588,60516795
RAB2A,8,60516857,60623627
RP11-91I20.4,8,60551957,60553036
RP11-91I20.3,8,60631509,60636271
RP11-91I20.2,8,60652502,60653561
RP11-91I20.1,8,60660820,60664530
CHD7,8,60678778,60868028
RP11-33I11.2,8,60808735,60809606
AC022182.1,8,60910053,60966557
AC022182.3,8,60965802,60967775
CLVS1,8,61057158,61501645
RP11-787D18.2,8,61264624,61292039
RP11-787D18.1,8,61300164,61301069
ASPH,8,61500556,61714640
RP11-280G9.1,8,61759094,61765969
RP11-705O24.1,8,61785047,61944180
RP11-705O24.3,8,61821481,61825252
RP11-705O24.2,8,61889839,61894206
NKAIN3,8,62248591,62999652
RP11-577N1.1,8,62473217,62474269
UG0898H09,8,62977861,62984900
RP11-659E9.2,8,63013068,63014681
GGH,8,63015079,63039171
RP11-659E9.4,8,63024372,63025294
TTPA,8,63048553,63086053
YTHDF3-AS1,8,63167725,63168442
YTHDF3,8,63168553,63212786
RP11-16E18.3,8,63215981,63218034
CTD-3046C4.1,8,63384839,63470205
RP11-45K10.2,8,63465849,63475482
RP11-573J24.1,8,63586000,63589408
RP11-32K4.1,8,63687179,64368558
RP11-579E24.2,8,63704756,63751677
LINC01289,8,63769430,63785501
MIR124-2HG,8,64373328,64383787
RP11-21C4.1,8,64574306,64581888
BHLHE22,8,64580367,64583628
CYP7B1,8,64587763,64798761
RP11-1D12.2,8,64801236,64817573
LINC00251,8,65161145,65180341
LINC01299,8,65527008,65562780
CTD-3025N20.3,8,65591850,65592472
ARMC1,8,65602456,65634217
MTFR1,8,65644734,65771261
RP11-707M3.3,8,65714334,65714778
PDE7A,8,65717510,65842322
CTD-2532N20.1,8,65842752,65843331
DNAJC5B,8,66021560,66100526
AC084082.3,8,66112667,66115207
TRIM55,8,66126896,66175487
CRH,8,66176382,66178725
LINC00967,8,66192093,66197315
RRS1-AS1,8,66419589,66428977
RRS1,8,66429028,66430733
ADHFE1,8,66430185,66471601
C8orf46,8,66460003,66518524
MYBL1,8,66562175,66614247
VCPIP1,8,66628487,66667217
C8orf44-SGK3,8,66667596,66860472
C8orf44,8,66667615,66685564
AC090154.1,8,66674499,66675916
SGK3,8,66712418,66862022
MCMDC2,8,66870749,66922048
TCF24,8,66946501,66962590
PPP1R42,8,66964099,67056604
COPS5,8,67043079,67083783
CSPP1,8,67062426,67196263
ARFGEF1,8,67173511,67343677
RP11-7F18.2,8,67343975,67345087
CPA6,8,67422125,67746345
RP11-396J6.1,8,67732587,67735665
PREX2,8,67952118,68237030
RP11-403D15.2,8,68082204,68095081
C8orf34-AS1,8,68303468,68331491
C8orf34,8,68330722,68819022
RP11-865I6.2,8,68848742,68852763
LINC01592,8,68911803,69104190
RP11-21C17.1,8,69175579,69178189
LINC01603,8,69425035,69448244
SULF1,8,69466624,69660915
SLCO5A1,8,69667047,69835064
RP11-102F4.2,8,69713390,69719722
RP11-159H10.3,8,69834111,69854971
PRDM14,8,70051651,70071693
NCOA2,8,70109762,70403805
RP11-333A23.3,8,70471112,70480623
RP11-333A23.4,8,70471134,70485687
TRAM1,8,70573442,70608387
LACTB2-AS1,8,70608577,70663279
LACTB2,8,70635318,70669174
XKR9,8,70669365,70790371
RP11-326E22.1,8,71155457,71204223
EYA1,8,71197433,71362232
RP11-1102P16.1,8,71403440,71592025
RP11-1144P22.1,8,71675300,71702786
RP11-281N10.1,8,71779605,71792875
MSC-AS1,8,71828167,72118393
MSC,8,71841549,71844468
TRPA1,8,72019917,72075617
RP11-142A23.1,8,72196334,72202269
RP11-351E7.1,8,72462311,72470972
KCNB2,8,72537391,72938349
RP11-1145L24.1,8,72874859,72881740
RP11-531A24.3,8,72947150,72950445
TERF1,8,73008864,73048122
RP11-531A24.7,8,73042910,73043346
RP11-531A24.5,8,73052178,73063061
SBSPON,8,73064540,73124088
C8orf89,8,73241329,73259502
RPL7,8,73290267,73295789
RDH10,8,73294612,73325281
RDH10-AS1,8,73297711,73356461
RP11-434I12.3,8,73358913,73362788
RP11-434I12.4,8,73368770,73369295
STAU2-AS1,8,73420004,73441526
STAU2,8,73420369,73747708
RP11-463D19.1,8,73670441,73732897
RP11-463D19.2,8,73688691,73878854
UBE2W,8,73780097,73878910
TCEB1,8,73939169,73972287
TMEM70,8,73972437,73982783
LY96,8,73991352,74029087
RP11-6I2.3,8,74052340,74099853
RP11-6I2.4,8,74103516,74106744
RP1-16A9.1,8,74199396,74208441
JPH1,8,74234700,74321328
GDAP1,8,74321130,74488872
CTD-2320G14.2,8,74347757,74350050
